"ID"	"adm_1_name"	"adm_2_name"	"full_name"	"FAO_GAUL_code"	"adm2_std"	"adm1_std"	"ADM2_PCODE"
1	"BOLIVAR"	"EL CARMEN DE BOLIVAR"	"COLOMBIA, BOLIVAR, EL CARMEN DE BOLIVAR"	13507	"el carmen de bolivar"	"bolivar"	"CO13244"
2	"BOLIVAR"	"MAGANGUE"	"COLOMBIA, BOLIVAR, MAGANGUE"	13510	"magangue"	"bolivar"	"CO13430"
3	"BOYACA"	"CUBARA"	"COLOMBIA, BOYACA, CUBARA"	13563	"cubara"	"boyaca"	"CO15223"
4	"TOLIMA"	"PURIFICACION"	"COLOMBIA, TOLIMA, PURIFICACION"	14351	"purificacion"	"tolima"	"CO73585"
5	"ATLANTICO"	"USIACURI"	"COLOMBIA, ATLANTICO, USIACURI"	13496	"usiacuri"	"atlantico"	"CO08849"
6	"SANTANDER"	"SAN VICENTE DE CHUCURI"	"COLOMBIA, SANTANDER, SAN VICENTE DE CHUCURI"	14279	"san vicente de chucuri"	"santander"	"CO68689"
7	"SUCRE"	"LOS PALMITOS"	"COLOMBIA, SUCRE, LOS PALMITOS"	14301	"los palmitos"	"sucre"	"CO70418"
8	"TOLIMA"	"SUAREZ"	"COLOMBIA, TOLIMA, SUAREZ"	14359	"suarez"	"tolima"	"CO73770"
9	"SANTANDER"	"RIONEGRO"	"COLOMBIA, SANTANDER, RIONEGRO"	14271	"rionegro"	"santander"	"CO68615"
10	"BOLIVAR"	"SANTA ROSA"	"COLOMBIA, BOLIVAR, SANTA ROSA"	13526	"santa rosa"	"bolivar"	"CO13683"
11	"VALLE"	"CARTAGO"	"COLOMBIA, VALLE, CARTAGO"	14377	"cartago"	"valle"	"CO76147"
12	"TOLIMA"	"NATAGAIMA"	"COLOMBIA, TOLIMA, NATAGAIMA"	14346	"natagaima"	"tolima"	"CO73483"
13	"BOYACA"	"CALDAS"	"COLOMBIA, BOYACA, CALDAS"	13547	"caldas"	"boyaca"	"CO15131"
14	"SUCRE"	"OVEJAS"	"COLOMBIA, SUCRE, OVEJAS"	14304	"ovejas"	"sucre"	"CO70508"
15	"BOYACA"	"MONIQUIRA"	"COLOMBIA, BOYACA, MONIQUIRA"	13590	"moniquira"	"boyaca"	"CO15469"
16	"SUCRE"	"COROZAL"	"COLOMBIA, SUCRE, COROZAL"	14297	"corozal"	"sucre"	"CO70215"
17	"SANTANDER"	"SABANA DE TORRES"	"COLOMBIA, SANTANDER, SABANA DE TORRES"	14272	"sabana de torres"	"santander"	"CO68655"
18	"SANTANDER"	"SAN GIL"	"COLOMBIA, SANTANDER, SAN GIL"	14275	"san gil"	"santander"	"CO68679"
19	"SANTANDER"	"SOCORRO"	"COLOMBIA, SANTANDER, SOCORRO"	14283	"socorro"	"santander"	"CO68755"
20	"VALLE"	"CAICEDONIA"	"COLOMBIA, VALLE, CAICEDONIA"	14373	"caicedonia"	"valle"	"CO76122"
21	"VALLE"	"CALI"	"COLOMBIA, VALLE, CALI"	14374	"cali"	"valle"	"CO76001"
22	"CALDAS"	"LA DORADA"	"COLOMBIA, CALDAS, LA DORADA"	13666	"la dorada"	"caldas"	"CO17380"
23	"SUCRE"	"SINCELEJO"	"COLOMBIA, SUCRE, SINCELEJO"	14314	"sincelejo"	"sucre"	"CO70001"
24	"VALLE"	"DAGUA"	"COLOMBIA, VALLE, DAGUA"	14378	"dagua"	"valle"	"CO76233"
25	"SUCRE"	"CAIMITO"	"COLOMBIA, SUCRE, CAIMITO"	14294	"caimito"	"sucre"	"CO70124"
27	"VALLE"	"PRADERA"	"COLOMBIA, VALLE, PRADERA"	14393	"pradera"	"valle"	"CO76563"
28	"CASANARE"	"MANI"	"COLOMBIA, CASANARE, MANI"	13704	"mani"	"casanare"	"CO85139"
29	"CASANARE"	"NUNCHIA"	"COLOMBIA, CASANARE, NUNCHIA"	13706	"nunchia"	"casanare"	"CO85225"
30	"CAQUETA"	"CURILLO"	"COLOMBIA, CAQUETA, CURILLO"	13688	"curillo"	"caqueta"	"CO18205"
31	"CASANARE"	"AGUAZUL"	"COLOMBIA, CASANARE, AGUAZUL"	13700	"aguazul"	"casanare"	"CO85010"
32	"CAQUETA"	"SAN VICENTE DEL CAGUAN"	"COLOMBIA, CAQUETA, SAN VICENTE DEL CAGUAN"	13697	"san vicente del caguan"	"caqueta"	"CO18753"
33	"VALLE"	"ULLOA"	"COLOMBIA, VALLE, ULLOA"	14402	"ulloa"	"valle"	"CO76845"
34	"VALLE"	"PALMIRA"	"COLOMBIA, VALLE, PALMIRA"	14392	"palmira"	"valle"	"CO76520"
35	"CALDAS"	"CHINCHINA"	"COLOMBIA, CALDAS, CHINCHINA"	13664	"chinchina"	"caldas"	"CO17174"
36	"ATLANTICO"	"SUAN"	"COLOMBIA, ATLANTICO, SUAN"	13494	"suan"	"atlantico"	"CO08770"
37	"ATLANTICO"	"TUBARA"	"COLOMBIA, ATLANTICO, TUBARA"	13495	"tubara"	"atlantico"	"CO08832"
38	"TOLIMA"	"COYAIMA"	"COLOMBIA, TOLIMA, COYAIMA"	14329	"coyaima"	"tolima"	"CO73217"
39	"TOLIMA"	"ESPINAL"	"COLOMBIA, TOLIMA, ESPINAL"	14332	"espinal"	"tolima"	"CO73268"
40	"TOLIMA"	"IBAGUE"	"COLOMBIA, TOLIMA, IBAGUE"	14339	"ibague"	"tolima"	"CO73001"
43	"VALLE"	"ANDALUCIA"	"COLOMBIA, VALLE, ANDALUCIA"	14365	"andalucia"	"valle"	"CO76036"
44	"ATLANTICO"	"SANTO TOMAS"	"COLOMBIA, ATLANTICO, SANTO TOMAS"	13492	"santo tomas"	"atlantico"	"CO08685"
45	"ATLANTICO"	"SOLEDAD"	"COLOMBIA, ATLANTICO, SOLEDAD"	13493	"soledad"	"atlantico"	"CO08758"
46	"CALDAS"	"VICTORIA"	"COLOMBIA, CALDAS, VICTORIA"	13682	"victoria"	"caldas"	"CO17867"
47	"CAQUETA"	"CARTAGENA DEL CHAIRA"	"COLOMBIA, CAQUETA, CARTAGENA DEL CHAIRA"	13687	"cartagena del chaira"	"caqueta"	"CO18150"
48	"ATLANTICO"	"BARANOA"	"COLOMBIA, ATLANTICO, BARANOA"	13474	"baranoa"	"atlantico"	"CO08078"
49	"ATLANTICO"	"BARRANQUILLA"	"COLOMBIA, ATLANTICO, BARRANQUILLA"	13475	"barranquilla"	"atlantico"	"CO08001"
50	"ATLANTICO"	"LURUACO"	"COLOMBIA, ATLANTICO, LURUACO"	13480	"luruaco"	"atlantico"	"CO08421"
51	"ATLANTICO"	"MALAMBO"	"COLOMBIA, ATLANTICO, MALAMBO"	13481	"malambo"	"atlantico"	"CO08433"
52	"ATLANTICO"	"PUERTO COLOMBIA"	"COLOMBIA, ATLANTICO, PUERTO COLOMBIA"	13487	"puerto colombia"	"atlantico"	"CO08573"
53	"CASANARE"	"YOPAL"	"COLOMBIA, CASANARE, YOPAL"	13718	"yopal"	"casanare"	"CO85001"
54	"CAUCA"	"FLORENCIA"	"COLOMBIA, CAUCA, FLORENCIA"	13729	"florencia"	"cauca"	"CO19290"
55	"CESAR"	"AGUACHICA"	"COLOMBIA, CESAR, AGUACHICA"	13759	"aguachica"	"cesar"	"CO20011"
56	"CESAR"	"AGUSTIN CODAZZI"	"COLOMBIA, CESAR, AGUSTIN CODAZZI"	13760	"agustin codazzi"	"cesar"	"CO20013"
57	"CESAR"	"BOSCONIA"	"COLOMBIA, CESAR, BOSCONIA"	13763	"bosconia"	"cesar"	"CO20060"
58	"SUCRE"	"SAMPUES"	"COLOMBIA, SUCRE, SAMPUES"	14306	"sampues"	"sucre"	"CO70670"
59	"SUCRE"	"SAN MARCOS"	"COLOMBIA, SUCRE, SAN MARCOS"	14309	"san marcos"	"sucre"	"CO70708"
60	"SUCRE"	"SAN PEDRO"	"COLOMBIA, SUCRE, SAN PEDRO"	14312	"san pedro"	"sucre"	"CO70717"
61	"ANTIOQUIA"	"MEDELLIN"	"COLOMBIA, ANTIOQUIA, MEDELLIN"	13408	"medellin"	"antioquia"	"CO05001"
62	"ARAUCA"	"ARAUCA"	"COLOMBIA, ARAUCA, ARAUCA"	13467	"arauca"	"arauca"	"CO81001"
63	"ARAUCA"	"SARAVENA"	"COLOMBIA, ARAUCA, SARAVENA"	13472	"saravena"	"arauca"	"CO81736"
64	"ARAUCA"	"TAME"	"COLOMBIA, ARAUCA, TAME"	13473	"tame"	"arauca"	"CO81794"
65	"ATLANTICO"	"GALAPA"	"COLOMBIA, ATLANTICO, GALAPA"	13478	"galapa"	"atlantico"	"CO08296"
66	"ATLANTICO"	"JUAN DE ACOSTA"	"COLOMBIA, ATLANTICO, JUAN DE ACOSTA"	13479	"juan de acosta"	"atlantico"	"CO08372"
67	"ATLANTICO"	"SABANAGRANDE"	"COLOMBIA, ATLANTICO, SABANAGRANDE"	13489	"sabanagrande"	"atlantico"	"CO08634"
68	"TOLIMA"	"GUAMO"	"COLOMBIA, TOLIMA, GUAMO"	14336	"guamo"	"tolima"	"CO73319"
69	"ATLANTICO"	"SABANALARGA"	"COLOMBIA, ATLANTICO, SABANALARGA"	13490	"sabanalarga"	"atlantico"	"CO08638"
70	"CESAR"	"CURUMANI"	"COLOMBIA, CESAR, CURUMANI"	13766	"curumani"	"cesar"	"CO20228"
71	"CESAR"	"LA JAGUA DE IBIRICO"	"COLOMBIA, CESAR, LA JAGUA DE IBIRICO"	13772	"la jagua de ibirico"	"cesar"	"CO20400"
72	"CESAR"	"PELAYA"	"COLOMBIA, CESAR, PELAYA"	13776	"pelaya"	"cesar"	"CO20550"
73	"CESAR"	"SAN DIEGO"	"COLOMBIA, CESAR, SAN DIEGO"	13779	"san diego"	"cesar"	"CO20750"
74	"CESAR"	"VALLEDUPAR"	"COLOMBIA, CESAR, VALLEDUPAR"	13782	"valledupar"	"cesar"	"CO20001"
75	"CORDOBA"	"CHINU"	"COLOMBIA, CORDOBA, CHINU"	13813	"chinu"	"cordoba"	"CO23182"
76	"CORDOBA"	"MONTERIA"	"COLOMBIA, CORDOBA, MONTERIA"	13820	"monteria"	"cordoba"	"CO23001"
77	"CORDOBA"	"PLANETA RICA"	"COLOMBIA, CORDOBA, PLANETA RICA"	13822	"planeta rica"	"cordoba"	"CO23555"
78	"CUNDINAMARCA"	"GIRARDOT"	"COLOMBIA, CUNDINAMARCA, GIRARDOT"	13871	"girardot"	"cundinamarca"	"CO25307"
79	"CUNDINAMARCA"	"MEDINA"	"COLOMBIA, CUNDINAMARCA, MEDINA"	13891	"medina"	"cundinamarca"	"CO25438"
80	"CUNDINAMARCA"	"PUERTO SALGAR"	"COLOMBIA, CUNDINAMARCA, PUERTO SALGAR"	13903	"puerto salgar"	"cundinamarca"	"CO25572"
81	"CUNDINAMARCA"	"VILLETA"	"COLOMBIA, CUNDINAMARCA, VILLETA"	13946	"villeta"	"cundinamarca"	"CO25875"
82	"GUAJIRA"	"URUMITA"	"COLOMBIA, GUAJIRA, URUMITA"	13967	"urumita"	"guajira"	"CO44855"
83	"GUAJIRA"	"VILLANUEVA"	"COLOMBIA, GUAJIRA, VILLANUEVA"	13968	"villanueva"	"guajira"	"CO44874"
84	"HUILA"	"ACEVEDO"	"COLOMBIA, HUILA, ACEVEDO"	13973	"acevedo"	"huila"	"CO41006"
85	"HUILA"	"CAMPOALEGRE"	"COLOMBIA, HUILA, CAMPOALEGRE"	13979	"campoalegre"	"huila"	"CO41132"
86	"HUILA"	"GARZON"	"COLOMBIA, HUILA, GARZON"	13982	"garzon"	"huila"	"CO41298"
87	"HUILA"	"LA PLATA"	"COLOMBIA, HUILA, LA PLATA"	13989	"la plata"	"huila"	"CO41396"
88	"HUILA"	"NEIVA"	"COLOMBIA, HUILA, NEIVA"	13991	"neiva"	"huila"	"CO41001"
89	"HUILA"	"PAICOL"	"COLOMBIA, HUILA, PAICOL"	13993	"paicol"	"huila"	"CO41518"
90	"HUILA"	"PALERMO"	"COLOMBIA, HUILA, PALERMO"	13994	"palermo"	"huila"	"CO41524"
91	"HUILA"	"PITAL"	"COLOMBIA, HUILA, PITAL"	13996	"pital"	"huila"	"CO41548"
92	"HUILA"	"RIVERA"	"COLOMBIA, HUILA, RIVERA"	13998	"rivera"	"huila"	"CO41615"
93	"HUILA"	"YAGUARA"	"COLOMBIA, HUILA, YAGUARA"	14009	"yaguara"	"huila"	"CO41885"
95	"MAGDALENA"	"CIENAGA"	"COLOMBIA, MAGDALENA, CIENAGA"	14014	"cienaga"	"magdalena"	"CO47189"
96	"MAGDALENA"	"SANTA MARTHA"	"COLOMBIA, MAGDALENA, SANTA MARTHA"	14028	"santa martha"	"magdalena"	"CO47001"
97	"META"	"ACACIAS"	"COLOMBIA, META, ACACIAS"	14031	"acacias"	"meta"	"CO50006"
98	"META"	"EL CASTILLO"	"COLOMBIA, META, EL CASTILLO"	14038	"el castillo"	"meta"	"CO50251"
99	"META"	"PUERTO LOPEZ"	"COLOMBIA, META, PUERTO LOPEZ"	14051	"puerto lopez"	"meta"	"CO50573"
100	"NORTE SANTANDER"	"ABREGO"	"COLOMBIA, NORTE SANTANDER, ABREGO"	14125	"abrego"	"norte santander"	"CO54003"
101	"NORTE SANTANDER"	"CONVENCION"	"COLOMBIA, NORTE SANTANDER, CONVENCION"	14133	"convencion"	"norte santander"	"CO54206"
102	"NORTE SANTANDER"	"EL ZULIA"	"COLOMBIA, NORTE SANTANDER, EL ZULIA"	14139	"el zulia"	"norte santander"	"CO54261"
103	"NORTE SANTANDER"	"LOS PATIOS"	"COLOMBIA, NORTE SANTANDER, LOS PATIOS"	14146	"los patios"	"norte santander"	"CO54405"
104	"NORTE SANTANDER"	"OCANA"	"COLOMBIA, NORTE SANTANDER, OCANA"	14149	"ocana"	"norte santander"	"CO54498"
105	"NORTE SANTANDER"	"PAMPLONA"	"COLOMBIA, NORTE SANTANDER, PAMPLONA"	14150	"pamplona"	"norte santander"	"CO54518"
106	"NORTE SANTANDER"	"SALAZAR"	"COLOMBIA, NORTE SANTANDER, SALAZAR"	14154	"salazar"	"norte santander"	"CO54660"
107	"NORTE SANTANDER"	"TIBU"	"COLOMBIA, NORTE SANTANDER, TIBU"	14161	"tibu"	"norte santander"	"CO54810"
108	"NORTE SANTANDER"	"VILLA DEL ROSARIO"	"COLOMBIA, NORTE SANTANDER, VILLA DEL ROSARIO"	14164	"villa del rosario"	"norte santander"	"CO54874"
109	"PUTUMAYO"	"PUERTO ASIS"	"COLOMBIA, PUTUMAYO, PUERTO ASIS"	14168	"puerto asis"	"putumayo"	"CO86568"
110	"PUTUMAYO"	"VALLE DEL GUAMUEZ"	"COLOMBIA, PUTUMAYO, VALLE DEL GUAMUEZ"	14175	"valle del guamuez"	"putumayo"	"CO86865"
111	"PUTUMAYO"	"VILLAGARZON"	"COLOMBIA, PUTUMAYO, VILLAGARZON"	14176	"villagarzon"	"putumayo"	"CO86885"
112	"QUINDIO"	"ARMENIA"	"COLOMBIA, QUINDIO, ARMENIA"	14177	"armenia"	"quindio"	"CO63001"
113	"QUINDIO"	"CALARCA"	"COLOMBIA, QUINDIO, CALARCA"	14179	"calarca"	"quindio"	"CO63130"
114	"QUINDIO"	"CORDOBA"	"COLOMBIA, QUINDIO, CORDOBA"	14181	"cordoba"	"quindio"	"CO63212"
115	"QUINDIO"	"LA TEBAIDA"	"COLOMBIA, QUINDIO, LA TEBAIDA"	14184	"la tebaida"	"quindio"	"CO63401"
116	"QUINDIO"	"MONTENEGRO"	"COLOMBIA, QUINDIO, MONTENEGRO"	14185	"montenegro"	"quindio"	"CO63470"
117	"QUINDIO"	"QUIMBAYA"	"COLOMBIA, QUINDIO, QUIMBAYA"	14187	"quimbaya"	"quindio"	"CO63594"
118	"RISARALDA"	"DOSQUEBRADAS"	"COLOMBIA, RISARALDA, DOSQUEBRADAS"	14192	"dosquebradas"	"risaralda"	"CO66170"
119	"RISARALDA"	"LA VIRGINIA"	"COLOMBIA, RISARALDA, LA VIRGINIA"	14195	"la virginia"	"risaralda"	"CO66400"
120	"RISARALDA"	"PEREIRA"	"COLOMBIA, RISARALDA, PEREIRA"	14198	"pereira"	"risaralda"	"CO66001"
121	"SANTANDER"	"BARBOSA"	"COLOMBIA, SANTANDER, BARBOSA"	14209	"barbosa"	"santander"	"CO68077"
122	"SANTANDER"	"BARRANCABERMEJA"	"COLOMBIA, SANTANDER, BARRANCABERMEJA"	14211	"barrancabermeja"	"santander"	"CO68081"
123	"SANTANDER"	"BUCARAMANGA"	"COLOMBIA, SANTANDER, BUCARAMANGA"	14214	"bucaramanga"	"santander"	"CO68001"
124	"SANTANDER"	"CABRERA"	"COLOMBIA, SANTANDER, CABRERA"	14215	"cabrera"	"santander"	"CO68121"
125	"SANTANDER"	"CHARALA"	"COLOMBIA, SANTANDER, CHARALA"	14221	"charala"	"santander"	"CO68167"
126	"SANTANDER"	"CHARTA"	"COLOMBIA, SANTANDER, CHARTA"	14222	"charta"	"santander"	"CO68169"
127	"SANTANDER"	"EL CARMEN DE CHUCURI"	"COLOMBIA, SANTANDER, EL CARMEN DE CHUCURI"	14231	"el carmen de chucuri"	"santander"	"CO68235"
128	"SANTANDER"	"FLORIDABLANCA"	"COLOMBIA, SANTANDER, FLORIDABLANCA"	14238	"floridablanca"	"santander"	"CO68276"
129	"SANTANDER"	"GIRON"	"COLOMBIA, SANTANDER, GIRON"	14241	"giron"	"santander"	"CO68307"
130	"SANTANDER"	"HATO"	"COLOMBIA, SANTANDER, HATO"	14247	"hato"	"santander"	"CO68344"
131	"SANTANDER"	"MALAGA"	"COLOMBIA, SANTANDER, MALAGA"	14256	"malaga"	"santander"	"CO68432"
132	"SANTANDER"	"MOLAGAVITA"	"COLOMBIA, SANTANDER, MOLAGAVITA"	14259	"molagavita"	"santander"	"CO68468"
133	"SANTANDER"	"PIEDECUESTA"	"COLOMBIA, SANTANDER, PIEDECUESTA"	14266	"piedecuesta"	"santander"	"CO68547"
134	"CESAR"	"SAN ALBERTO"	"COLOMBIA, CESAR, SAN ALBERTO"	13778	"san alberto"	"cesar"	"CO20710"
135	"GUAVIARE"	"SAN JOSE DEL GUAVIARE"	"COLOMBIA, GUAVIARE, SAN JOSE DEL GUAVIARE"	13972	"san jose del guaviare"	"guaviare"	"CO95001"
136	"META"	"RESTREPO"	"COLOMBIA, META, RESTREPO"	14053	"restrepo"	"meta"	"CO50606"
137	"META"	"VILLAVICENCIO"	"COLOMBIA, META, VILLAVICENCIO"	14058	"villavicencio"	"meta"	"CO50001"
138	"META"	"VISTAHERMOSA"	"COLOMBIA, META, VISTAHERMOSA"	14059	"vistahermosa"	"meta"	"CO50711"
140	"NORTE SANTANDER"	"EL CARMEN"	"COLOMBIA, NORTE SANTANDER, EL CARMEN"	14137	"el carmen"	"norte santander"	"CO54245"
141	"MAGDALENA"	"PLATO"	"COLOMBIA, MAGDALENA, PLATO"	14021	"plato"	"magdalena"	"CO47555"
142	"MAGDALENA"	"SALAMINA"	"COLOMBIA, MAGDALENA, SALAMINA"	14024	"salamina"	"magdalena"	"CO47675"
143	"HUILA"	"SUAZA"	"COLOMBIA, HUILA, SUAZA"	14002	"suaza"	"huila"	"CO41770"
144	"PUTUMAYO"	"MOCOA"	"COLOMBIA, PUTUMAYO, MOCOA"	14166	"mocoa"	"putumayo"	"CO86001"
145	"HUILA"	"IQUIRA"	"COLOMBIA, HUILA, IQUIRA"	13986	"iquira"	"huila"	"CO41357"
146	"ARAUCA"	"ARAUQUITA"	"COLOMBIA, ARAUCA, ARAUQUITA"	13468	"arauquita"	"arauca"	"CO81065"
147	"VICHADA"	"PUERTO CARRENO"	"COLOMBIA, VICHADA, PUERTO CARRENO"	14416	"puerto carreno"	"vichada"	"CO99001"
148	"VALLE"	"RIOFRIO"	"COLOMBIA, VALLE, RIOFRIO"	14395	"riofrio"	"valle"	"CO76616"
149	"NORTE SANTANDER"	"TOLEDO"	"COLOMBIA, NORTE SANTANDER, TOLEDO"	14162	"toledo"	"norte santander"	"CO54820"
150	"VALLE"	"TRUJILLO"	"COLOMBIA, VALLE, TRUJILLO"	14400	"trujillo"	"valle"	"CO76828"
151	"SUCRE"	"SAN BENITO ABAD"	"COLOMBIA, SUCRE, SAN BENITO ABAD"	14307	"san benito abad"	"sucre"	"CO70678"
152	"CUNDINAMARCA"	"PARATEBUENO"	"COLOMBIA, CUNDINAMARCA, PARATEBUENO"	13901	"paratebueno"	"cundinamarca"	"CO25530"
153	"HUILA"	"HOBO"	"COLOMBIA, HUILA, HOBO"	13985	"hobo"	"huila"	"CO41349"
154	"VALLE"	"ROLDANILLO"	"COLOMBIA, VALLE, ROLDANILLO"	14396	"roldanillo"	"valle"	"CO76622"
155	"ANTIOQUIA"	"PUERTO TRIUNFO"	"COLOMBIA, ANTIOQUIA, PUERTO TRIUNFO"	13422	"puerto triunfo"	"antioquia"	"CO05591"
156	"ANTIOQUIA"	"PUERTO BERRIO"	"COLOMBIA, ANTIOQUIA, PUERTO BERRIO"	13421	"puerto berrio"	"antioquia"	"CO05579"
157	"BOLIVAR"	"VILLANUEVA"	"COLOMBIA, BOLIVAR, VILLANUEVA"	13534	"villanueva"	"bolivar"	"CO13873"
158	"BOYACA"	"BOYACA"	"COLOMBIA, BOYACA, BOYACA"	13543	"boyaca"	"boyaca"	"CO15104"
159	"GUAJIRA"	"MAICAO"	"COLOMBIA, GUAJIRA, MAICAO"	13962	"maicao"	"guajira"	"CO44430"
160	"META"	"SAN MARTIN"	"COLOMBIA, META, SAN MARTIN"	14057	"san martin"	"meta"	"CO50689"
161	"CUNDINAMARCA"	"FUSAGASUGA"	"COLOMBIA, CUNDINAMARCA, FUSAGASUGA"	13866	"fusagasuga"	"cundinamarca"	"CO25290"
162	"SUCRE"	"MORROA"	"COLOMBIA, SUCRE, MORROA"	14303	"morroa"	"sucre"	"CO70473"
164	"NORTE SANTANDER"	"CHINACOTA"	"COLOMBIA, NORTE SANTANDER, CHINACOTA"	14131	"chinacota"	"norte santander"	"CO54172"
165	"TOLIMA"	"CHAPARRAL"	"COLOMBIA, TOLIMA, CHAPARRAL"	14327	"chaparral"	"tolima"	"CO73168"
166	"BOLIVAR"	"SANTA ROSA DEL SUR"	"COLOMBIA, BOLIVAR, SANTA ROSA DEL SUR"	13527	"santa rosa del sur"	"bolivar"	"CO13688"
167	"CUNDINAMARCA"	"ANAPOIMA"	"COLOMBIA, CUNDINAMARCA, ANAPOIMA"	13838	"anapoima"	"cundinamarca"	"CO25035"
168	"SANTANDER"	"VELEZ"	"COLOMBIA, SANTANDER, VELEZ"	14289	"velez"	"santander"	"CO68861"
169	"RISARALDA"	"SANTUARIO"	"COLOMBIA, RISARALDA, SANTUARIO"	14202	"santuario"	"risaralda"	"CO66687"
170	"SUCRE"	"BUENAVISTA"	"COLOMBIA, SUCRE, BUENAVISTA"	14293	"buenavista"	"sucre"	"CO70110"
171	"TOLIMA"	"PRADO"	"COLOMBIA, TOLIMA, PRADO"	14350	"prado"	"tolima"	"CO73563"
173	"CALDAS"	"MANIZALES"	"COLOMBIA, CALDAS, MANIZALES"	13668	"manizales"	"caldas"	"CO17001"
174	"CALDAS"	"RIOSUCIO"	"COLOMBIA, CALDAS, RIOSUCIO"	13677	"riosucio"	"caldas"	"CO17614"
175	"CAQUETA"	"PUERTO RICO"	"COLOMBIA, CAQUETA, PUERTO RICO"	13695	"puerto rico"	"caqueta"	"CO18592"
176	"SANTANDER"	"EL PLAYON"	"COLOMBIA, SANTANDER, EL PLAYON"	14234	"el playon"	"santander"	"CO68255"
177	"CAQUETA"	"ALBANIA"	"COLOMBIA, CAQUETA, ALBANIA"	13685	"albania"	"caqueta"	"CO18029"
178	"CORDOBA"	"SAHAGUN"	"COLOMBIA, CORDOBA, SAHAGUN"	13827	"sahagun"	"cordoba"	"CO23660"
179	"HUILA"	"ALGECIRAS"	"COLOMBIA, HUILA, ALGECIRAS"	13976	"algeciras"	"huila"	"CO41020"
180	"NORTE SANTANDER"	"GRAMALOTE"	"COLOMBIA, NORTE SANTANDER, GRAMALOTE"	14140	"gramalote"	"norte santander"	"CO54313"
181	"CALDAS"	"VITERBO"	"COLOMBIA, CALDAS, VITERBO"	13684	"viterbo"	"caldas"	"CO17877"
182	"CASANARE"	"SAN LUIS DE PALENQUE"	"COLOMBIA, CASANARE, SAN LUIS DE PALENQUE"	13713	"san luis de palenque"	"casanare"	"CO85325"
183	"SANTANDER"	"CURITI"	"COLOMBIA, SANTANDER, CURITI"	14230	"curiti"	"santander"	"CO68229"
184	"CALDAS"	"SUPIA"	"COLOMBIA, CALDAS, SUPIA"	13681	"supia"	"caldas"	"CO17777"
185	"SANTANDER"	"PUENTE NACIONAL"	"COLOMBIA, SANTANDER, PUENTE NACIONAL"	14268	"puente nacional"	"santander"	"CO68572"
186	"SANTANDER"	"CIMITARRA"	"COLOMBIA, SANTANDER, CIMITARRA"	14225	"cimitarra"	"santander"	"CO68190"
187	"SANTANDER"	"LEBRIJA"	"COLOMBIA, SANTANDER, LEBRIJA"	14253	"lebrija"	"santander"	"CO68406"
188	"HUILA"	"AIPE"	"COLOMBIA, HUILA, AIPE"	13975	"aipe"	"huila"	"CO41016"
189	"HUILA"	"AGRADO"	"COLOMBIA, HUILA, AGRADO"	13974	"agrado"	"huila"	"CO41013"
190	"NORTE SANTANDER"	"PUERTO SANTANDER"	"COLOMBIA, NORTE SANTANDER, PUERTO SANTANDER"	14152	"puerto santander"	"norte santander"	"CO54553"
191	"RISARALDA"	"SANTA ROSA DE CABAL"	"COLOMBIA, RISARALDA, SANTA ROSA DE CABAL"	14201	"santa rosa de cabal"	"risaralda"	"CO66682"
192	"NORTE SANTANDER"	"SARDINATA"	"COLOMBIA, NORTE SANTANDER, SARDINATA"	14158	"sardinata"	"norte santander"	"CO54720"
193	"CORDOBA"	"PUERTO LIBERTADOR"	"COLOMBIA, CORDOBA, PUERTO LIBERTADOR"	13825	"puerto libertador"	"cordoba"	"CO23580"
194	"HUILA"	"TESALIA"	"COLOMBIA, HUILA, TESALIA"	14006	"tesalia"	"huila"	"CO41797"
195	"CUNDINAMARCA"	"SOACHA"	"COLOMBIA, CUNDINAMARCA, SOACHA"	13920	"soacha"	"cundinamarca"	"CO25754"
196	"HUILA"	"PITALITO"	"COLOMBIA, HUILA, PITALITO"	13997	"pitalito"	"huila"	"CO41551"
197	"SANTANDER"	"SUCRE"	"COLOMBIA, SANTANDER, SUCRE"	14285	"sucre"	"santander"	"CO68773"
198	"MAGDALENA"	"ARACATACA"	"COLOMBIA, MAGDALENA, ARACATACA"	14010	"aracataca"	"magdalena"	"CO47053"
199	"CUNDINAMARCA"	"AGUA DE DIOS"	"COLOMBIA, CUNDINAMARCA, AGUA DE DIOS"	13836	"agua de dios"	"cundinamarca"	"CO25001"
200	"CASANARE"	"PAZ DE ARIPORO"	"COLOMBIA, CASANARE, PAZ DE ARIPORO"	13708	"paz de ariporo"	"casanare"	"CO85250"
201	"NORTE SANTANDER"	"BOCHALEMA"	"COLOMBIA, NORTE SANTANDER, BOCHALEMA"	14127	"bochalema"	"norte santander"	"CO54099"
202	"TOLIMA"	"CARMEN DE APICALA"	"COLOMBIA, TOLIMA, CARMEN DE APICALA"	14325	"carmen de apicala"	"tolima"	"CO73148"
203	"ARAUCA"	"FORTUL"	"COLOMBIA, ARAUCA, FORTUL"	13470	"fortul"	"arauca"	"CO81300"
205	"TOLIMA"	"LERIDA"	"COLOMBIA, TOLIMA, LERIDA"	14341	"lerida"	"tolima"	"CO73408"
206	"CAQUETA"	"LA MONTANITA"	"COLOMBIA, CAQUETA, LA MONTANITA"	13692	"la montanita"	"caqueta"	"CO18410"
