adm_1_name	adm_2_name	full_name	FAO_GAUL_code	dengue_ID	adm2_std	adm1_std	ocha_ID
ANTIOQUIA	CONCEPCION	COLOMBIA, ANTIOQUIA, CONCEPCION	13378	873	concepcion	antioquia	CO05206
CAUCA	CAJIBIO	COLOMBIA, CAUCA, CAJIBIO	13724	874	cajibio	cauca	CO19130
CUNDINAMARCA	CHAGUANI	COLOMBIA, CUNDINAMARCA, CHAGUANI	13851	875	chaguani	cundinamarca	CO25168
CUNDINAMARCA	UBALA	COLOMBIA, CUNDINAMARCA, UBALA	13936	876	ubala	cundinamarca	CO25839
NARINO	MOSQUERA	COLOMBIA, NARINO, MOSQUERA	14098	877	mosquera	narino	CO52473
VALLE	EL AGUILA	COLOMBIA, VALLE, EL AGUILA	14379	878	el aguila	valle	CO76243
ANTIOQUIA	SANTA BARBARA	COLOMBIA, ANTIOQUIA, SANTA BARBARA	13441	879	santa barbara	antioquia	CO05679
CHOCO	CANTON DE SAN PABLO (MANAGRU)	COLOMBIA, CHOCO, CANTON DE SAN PABLO (MANAGRU)	13791	881	canton de san pablo (managru)	choco	CO27135
CUNDINAMARCA	CHOACHI	COLOMBIA, CUNDINAMARCA, CHOACHI	13854	882	choachi	cundinamarca	CO25181
CALDAS	NEIRA	COLOMBIA, CALDAS, NEIRA	13673	884	neira	caldas	CO17486
NARINO	YACUANQUER	COLOMBIA, NARINO, YACUANQUER	14124	885	yacuanquer	narino	CO52885
ANTIOQUIA	BETANIA	COLOMBIA, ANTIOQUIA, BETANIA	13359	886	betania	antioquia	CO05091
ANTIOQUIA	PEQUE	COLOMBIA, ANTIOQUIA, PEQUE	13418	887	peque	antioquia	CO05543
BOYACA	COVARACHIA	COLOMBIA, BOYACA, COVARACHIA	13562	888	covarachia	boyaca	CO15218
BOYACA	TOPAGA	COLOMBIA, BOYACA, TOPAGA	13647	889	topaga	boyaca	CO15820
CAUCA	TIMBIO	COLOMBIA, CAUCA, TIMBIO	13755	890	timbio	cauca	CO19807
CHOCO	RIO IRO	COLOMBIA, CHOCO, RIO IRO	13792	891	rio iro	choco	CO27580
ANTIOQUIA	TITIRIBI	COLOMBIA, ANTIOQUIA, TITIRIBI	13451	892	titiribi	antioquia	CO05809
ANTIOQUIA	SAN JOSE DE LA MONTANA	COLOMBIA, ANTIOQUIA, SAN JOSE DE LA MONTANA	13433	893	san jose de la montana	antioquia	CO05658
BOYACA	SOMONDOCO	COLOMBIA, BOYACA, SOMONDOCO	13632	894	somondoco	boyaca	CO15761
CUNDINAMARCA	EL PENON	COLOMBIA, CUNDINAMARCA, EL PENON	13860	895	el penon	cundinamarca	CO25258
ANTIOQUIA	ARGELIA	COLOMBIA, ANTIOQUIA, ARGELIA	13354	896	argelia	antioquia	CO05055
ANTIOQUIA	SANTA ROSA DE OSOS	COLOMBIA, ANTIOQUIA, SANTA ROSA DE OSOS	13442	897	santa rosa de osos	antioquia	CO05686
BOYACA	SABOYA	COLOMBIA, BOYACA, SABOYA	13612	898	saboya	boyaca	CO15632
BOYACA	VENTAQUEMADA	COLOMBIA, BOYACA, VENTAQUEMADA	13655	899	ventaquemada	boyaca	CO15861
CHOCO	BAJO BAUDO (PIZARRO)	COLOMBIA, CHOCO, BAJO BAUDO (PIZARRO)	13789	900	bajo baudo (pizarro)	choco	CO27077
CUNDINAMARCA	TIBACUY	COLOMBIA, CUNDINAMARCA, TIBACUY	13931	901	tibacuy	cundinamarca	CO25805
NARINO	TANGUA	COLOMBIA, NARINO, TANGUA	14120	902	tangua	narino	CO52788
CUNDINAMARCA	BOJACA	COLOMBIA, CUNDINAMARCA, BOJACA	13844	903	bojaca	cundinamarca	CO25099
CUNDINAMARCA	SUBACHOQUE	COLOMBIA, CUNDINAMARCA, SUBACHOQUE	13922	904	subachoque	cundinamarca	CO25769
BOYACA	MONGUI	COLOMBIA, BOYACA, MONGUI	13589	905	mongui	boyaca	CO15466
CUNDINAMARCA	UNE	COLOMBIA, CUNDINAMARCA, UNE	13939	906	une	cundinamarca	CO25845
NARINO	SAN BERNARDO	COLOMBIA, NARINO, SAN BERNARDO	14111	907	san bernardo	narino	CO52685
CAUCA	GUACHENE	COLOMBIA, CAUCA, GUACHENE	13726	908	guachene	cauca	CO19300
CHOCO	JURADO	COLOMBIA, CHOCO, JURADO	13795	909	jurado	choco	CO27372
BOYACA	LA UVITA	COLOMBIA, BOYACA, LA UVITA	13582	910	la uvita	boyaca	CO15403
CESAR	TAMALAMEQUE	COLOMBIA, CESAR, TAMALAMEQUE	13781	911	tamalameque	cesar	CO20787
CUNDINAMARCA	SUPATA	COLOMBIA, CUNDINAMARCA, SUPATA	13924	912	supata	cundinamarca	CO25777
BOYACA	SAN PABLO DE BORBUR	COLOMBIA, BOYACA, SAN PABLO DE BORBUR	13620	913	san pablo de borbur	boyaca	CO15681
BOYACA	GUAYATA	COLOMBIA, BOYACA, GUAYATA	13576	914	guayata	boyaca	CO15325
CUNDINAMARCA	SAN BERNARDO	COLOMBIA, CUNDINAMARCA, SAN BERNARDO	13910	915	san bernardo	cundinamarca	CO25649
BOYACA	SANTA SOFIA	COLOMBIA, BOYACA, SANTA SOFIA	13622	916	santa sofia	boyaca	CO15696
NARINO	CUMBAL	COLOMBIA, NARINO, CUMBAL	14073	917	cumbal	narino	CO52227
ANTIOQUIA	ALEJANDRIA	COLOMBIA, ANTIOQUIA, ALEJANDRIA	13343	918	alejandria	antioquia	CO05021
CHOCO	EL CARMEN DE ATRATO	COLOMBIA, CHOCO, EL CARMEN DE ATRATO	13793	919	el carmen de atrato	choco	CO27245
CUNDINAMARCA	CABRERA	COLOMBIA, CUNDINAMARCA, CABRERA	13845	920	cabrera	cundinamarca	CO25120
BOYACA	NOBSA	COLOMBIA, BOYACA, NOBSA	13593	921	nobsa	boyaca	CO15491
ANTIOQUIA	ANGOSTURA	COLOMBIA, ANTIOQUIA, ANGOSTURA	13348	922	angostura	antioquia	CO05038
SANTANDER	MACARAVITA	COLOMBIA, SANTANDER, MACARAVITA	14255	923	macaravita	santander	CO68425
BOLIVAR	NOROSI	COLOMBIA, BOLIVAR, NOROSI	13516	924	norosi	bolivar	CO13490
CUNDINAMARCA	JUNIN	COLOMBIA, CUNDINAMARCA, JUNIN	13881	925	junin	cundinamarca	CO25372
NARINO	SAN PABLO	COLOMBIA, NARINO, SAN PABLO	14113	926	san pablo	narino	CO52693
CHOCO	CERTEGUI	COLOMBIA, CHOCO, CERTEGUI	13806	927	certegui	choco	CO27160
CUNDINAMARCA	VILLAPINZON	COLOMBIA, CUNDINAMARCA, VILLAPINZON	13945	928	villapinzon	cundinamarca	CO25873
BOYACA	TUNUNGUA	COLOMBIA, BOYACA, TUNUNGUA	13650	929	tunungua	boyaca	CO15832
ANTIOQUIA	CAICEDO	COLOMBIA, ANTIOQUIA, CAICEDO	13365	930	caicedo	antioquia	CO05125
ANTIOQUIA	ANGELOPOLIS	COLOMBIA, ANTIOQUIA, ANGELOPOLIS	13347	931	angelopolis	antioquia	CO05036
ANTIOQUIA	DON MATIAS	COLOMBIA, ANTIOQUIA, DON MATIAS	13382	932	don matias	antioquia	CO05237
SANTANDER	CHIPATA	COLOMBIA, SANTANDER, CHIPATA	14224	933	chipata	santander	CO68179
BOYACA	CHINAVITA	COLOMBIA, BOYACA, CHINAVITA	13550	934	chinavita	boyaca	CO15172
BOYACA	CHIVOR	COLOMBIA, BOYACA, CHIVOR	13557	935	chivor	boyaca	CO15236
ANTIOQUIA	CAMPAMENTO	COLOMBIA, ANTIOQUIA, CAMPAMENTO	13367	936	campamento	antioquia	CO05134
BOYACA	CHITA	COLOMBIA, BOYACA, CHITA	13554	937	chita	boyaca	CO15183
